DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mO),Module start-stop switch,SOC/DOD(%),LgD
4001,2,3,CC Chg,00:07:30,33:16:52,0.0006600,0.2402,0.0000825,10.56,0.0000825,10.56,0.0000000,0.00,0.0000182,2.33,0.0000182,2.33,0.0000000,0.00,2023-07-02 02:40:31,0.0001585,2.6192,335.3640,0,Close,1.17,
4002,2,3,CC Chg,00:08:00,33:17:22,0.0006600,0.2421,0.000088,11.27,0.0000880,11.27,0.0000000,0.00,0.0000196,2.50,0.0000196,2.50,0.0000000,0.00,2023-07-02 02:41:01,0.0001598,2.8949,370.6651,0,Close,1.25,
4003,2,3,CC Chg,00:08:30,33:17:52,0.0006600,0.2438,0.0000935,11.97,0.0000935,11.97,0.0000000,0.00,0.0000209,2.67,0.0000209,2.67,0.0000000,0.00,2023-07-02 02:41:31,0.0001609,3.2355,414.2724,0,Close,1.33,
4004,2,3,CC Chg,00:09:00,33:18:22,0.0006600,0.2452,0.000099,12.68,0.0000990,12.68,0.0000000,0.00,0.0000222,2.85,0.0000222,2.85,0.0000000,0.00,2023-07-02 02:42:01,0.0001618,3.9288,503.0455,0,Close,1.41,
4005,2,3,CC Chg,00:09:30,33:18:52,0.0006600,0.2465,0.0001045,13.38,0.0001045,13.38,0.0000000,0.00,0.0000236,3.02,0.0000236,3.02,0.0000000,0.00,2023-07-02 02:42:31,0.0001627,4.2310,541.7425,0,Close,1.49,
4006,2,3,CC Chg,00:10:00,33:19:22,0.0006600,0.2476,0.00011,14.09,0.0001100,14.09,0.0000000,0.00,0.0000249,3.19,0.0000249,3.19,0.0000000,0.00,2023-07-02 02:43:01,0.0001634,5.0003,640.2424,0,Close,1.56,
4007,2,3,CC Chg,00:10:30,33:19:52,0.0006600,0.2487,0.0001155,14.79,0.0001155,14.79,0.0000000,0.00,0.0000263,3.37,0.0000263,3.37,0.0000000,0.00,2023-07-02 02:43:31,0.0001642,5.0003,640.2385,0,Close,1.64,
4008,2,3,CC Chg,00:11:00,33:20:22,0.0006600,0.2497,0.000121,15.49,0.0001210,15.49,0.0000000,0.00,0.0000277,3.54,0.0000277,3.54,0.0000000,0.00,2023-07-02 02:44:01,0.0001648,5.5003,704.2680,0,Close,1.72,
4009,2,3,CC Chg,00:11:30,33:20:52,0.0006600,0.2507,0.0001265,16.20,0.0001265,16.20,0.0000000,0.00,0.0000291,3.72,0.0000291,3.72,0.0000000,0.00,2023-07-02 02:44:31,0.0001655,5.5003,704.2609,0,Close,1.80,
4010,2,3,CC Chg,00:12:00,33:21:22,0.0006600,0.2518,0.000132,16.90,0.0001320,16.90,0.0000000,0.00,0.0000304,3.90,0.0000304,3.90,0.0000000,0.00,2023-07-02 02:45:01,0.0001662,5.0003,640.2372,0,Close,1.88,
4011,2,3,CC Chg,00:12:30,33:21:52,0.0006600,0.2530,0.0001375,17.61,0.0001375,17.61,0.0000000,0.00,0.0000318,4.07,0.0000318,4.07,0.0000000,0.00,2023-07-02 02:45:31,0.0001670,4.5836,586.8853,0,Close,1.96,
4012,2,3,CC Chg,00:13:00,33:22:22,0.0006600,0.2543,0.000143,18.31,0.0001430,18.31,0.0000000,0.00,0.0000332,4.25,0.0000332,4.25,0.0000000,0.00,2023-07-02 02:46:01,0.0001678,4.2310,541.7370,0,Close,2.03,
4013,2,3,CC Chg,00:13:30,33:22:52,0.0006600,0.2558,0.0001485,19.02,0.0001485,19.02,0.0000000,0.00,0.0000346,4.43,0.0000346,4.43,0.0000000,0.00,2023-07-02 02:46:31,0.0001688,3.6669,469.5092,0,Close,2.11,
4014,2,3,CC Chg,00:14:00,33:23:22,0.0006600,0.2573,0.000154,19.72,0.0001540,19.72,0.0000000,0.00,0.0000360,4.61,0.0000360,4.61,0.0000000,0.00,2023-07-02 02:47:01,0.0001698,3.6669,469.5092,0,Close,2.19,
4015,2,3,CC Chg,00:14:30,33:23:52,0.0006600,0.2590,0.0001595,20.42,0.0001595,20.42,0.0000000,0.00,0.0000375,4.80,0.0000375,4.80,0.0000000,0.00,2023-07-02 02:47:31,0.0001709,3.2355,414.2728,0,Close,2.27,
4016,2,3,CC Chg,00:15:00,33:24:22,0.0006600,0.2609,0.000165,21.13,0.0001650,21.13,0.0000000,0.00,0.0000389,4.98,0.0000389,4.98,0.0000000,0.00,2023-07-02 02:48:01,0.0001722,2.8949,370.6644,0,Close,2.35,
4017,2,3,CC Chg,00:15:30,33:24:52,0.0006600,0.2628,0.0001705,21.83,0.0001705,21.83,0.0000000,0.00,0.0000403,5.16,0.0000403,5.16,0.0000000,0.00,2023-07-02 02:48:31,0.0001735,2.8949,370.6644,0,Close,2.43,
4018,2,3,CC Chg,00:16:00,33:25:22,0.0006600,0.2648,0.000176,22.54,0.0001760,22.54,0.0000000,0.00,0.0000418,5.35,0.0000418,5.35,0.0000000,0.00,2023-07-02 02:49:01,0.0001748,2.7502,352.1319,0,Close,2.50,
4019,2,3,CC Chg,00:16:30,33:25:52,0.0006600,0.2668,0.0001815,23.24,0.0001815,23.24,0.0000000,0.00,0.0000432,5.54,0.0000432,5.54,0.0000000,0.00,2023-07-02 02:49:31,0.0001761,2.7501,352.1319,0,Close,2.58,
4020,2,3,CC Chg,00:17:00,33:26:22,0.0006600,0.2688,0.000187,23.95,0.0001870,23.95,0.0000000,0.00,0.0000447,5.72,0.0000447,5.72,0.0000000,0.00,2023-07-02 02:50:01,0.0001774,2.7502,352.1333,0,Close,2.66,
4021,2,3,CC Chg,00:17:30,33:26:52,0.0006600,0.2707,0.0001925,24.65,0.0001925,24.65,0.0000000,0.00,0.0000462,5.91,0.0000462,5.91,0.0000000,0.00,2023-07-02 02:50:31,0.0001787,2.8949,370.6659,0,Close,2.74,
4022,2,3,CC Chg,00:18:00,33:27:22,0.0006600,0.2726,0.000198,25.35,0.0001980,25.35,0.0000000,0.00,0.0000477,6.11,0.0000477,6.11,0.0000000,0.00,2023-07-02 02:51:01,0.0001799,2.8949,370.6674,0,Close,2.82,
4023,2,3,CC Chg,00:18:30,33:27:52,0.0006600,0.2744,0.0002035,26.06,0.0002035,26.06,0.0000000,0.00,0.0000492,6.30,0.0000492,6.30,0.0000000,0.00,2023-07-02 02:51:31,0.0001811,3.0557,391.2584,0,Close,2.89,
4024,2,3,CC Chg,00:19:00,33:28:22,0.0006600,0.2762,0.000209,26.76,0.0002090,26.76,0.0000000,0.00,0.0000507,6.49,0.0000507,6.49,0.0000000,0.00,2023-07-02 02:52:01,0.0001823,3.0557,391.2584,0,Close,2.97,
4025,2,3,CC Chg,00:19:30,33:28:52,0.0006600,0.2779,0.0002145,27.47,0.0002145,27.47,0.0000000,0.00,0.0000522,6.69,0.0000522,6.69,0.0000000,0.00,2023-07-02 02:52:31,0.0001834,3.2355,414.2736,0,Close,3.05,
4026,2,3,CC Chg,00:20:00,33:29:22,0.0006600,0.2795,0.00022,28.17,0.0002200,28.17,0.0000000,0.00,0.0000538,6.88,0.0000538,6.88,0.0000000,0.00,2023-07-02 02:53:01,0.0001845,3.4377,440.1640,0,Close,3.13,
4027,2,3,CC Chg,00:20:30,33:29:52,0.0006600,0.2810,0.0002255,28.87,0.0002255,28.87,0.0000000,0.00,0.0000553,7.08,0.0000553,7.08,0.0000000,0.00,2023-07-02 02:53:31,0.0001855,3.6668,469.5063,0,Close,3.21,
4028,2,3,CC Chg,00:21:00,33:30:22,0.0006600,0.2826,0.000231,29.58,0.0002310,29.58,0.0000000,0.00,0.0000569,7.28,0.0000569,7.28,0.0000000,0.00,2023-07-02 02:54:01,0.0001865,3.4377,440.1640,0,Close,3.29,
4029,2,3,CC Chg,00:21:30,33:30:52,0.0006600,0.2840,0.0002365,30.28,0.0002365,30.28,0.0000000,0.00,0.0000584,7.48,0.0000584,7.48,0.0000000,0.00,2023-07-02 02:54:31,0.0001875,3.9288,503.0486,0,Close,3.36,
4030,2,3,CC Chg,00:22:00,33:31:22,0.0006600,0.2854,0.000242,30.99,0.0002420,30.99,0.0000000,0.00,0.0000600,7.68,0.0000600,7.68,0.0000000,0.00,2023-07-02 02:55:01,0.0001884,3.9288,503.0445,0,Close,3.44,
4031,2,3,CC Chg,00:22:30,33:31:52,0.0006600,0.2867,0.0002475,31.69,0.0002475,31.69,0.0000000,0.00,0.0000616,7.88,0.0000616,7.88,0.0000000,0.00,2023-07-02 02:55:31,0.0001892,4.2310,541.7446,0,Close,3.52,
4032,2,3,CC Chg,00:23:00,33:32:22,0.0006600,0.2880,0.000253,32.40,0.0002530,32.40,0.0000000,0.00,0.0000631,8.08,0.0000631,8.08,0.0000000,0.00,2023-07-02 02:56:01,0.0001901,4.2310,541.7425,0,Close,3.60,
4033,2,3,CC Chg,00:23:30,33:32:52,0.0006600,0.2893,0.0002585,33.10,0.0002585,33.10,0.0000000,0.00,0.0000647,8.29,0.0000647,8.29,0.0000000,0.00,2023-07-02 02:56:31,0.0001909,4.2310,541.7446,0,Close,3.68,
4034,2,3,CC Chg,00:24:00,33:33:22,0.0006600,0.2906,0.000264,33.80,0.0002640,33.80,0.0000000,0.00,0.0000663,8.49,0.0000663,8.49,0.0000000,0.00,2023-07-02 02:57:01,0.0001918,4.2310,541.7425,0,Close,3.75,
4035,2,3,CC Chg,00:24:30,33:33:52,0.0006600,0.2919,0.0002695,34.51,0.0002695,34.51,0.0000000,0.00,0.0000679,8.70,0.0000679,8.70,0.0000000,0.00,2023-07-02 02:57:31,0.0001927,4.2310,541.7381,0,Close,3.83,
4036,2,3,CC Chg,00:25:00,33:34:22,0.0006600,0.2931,0.000275,35.21,0.0002750,35.21,0.0000000,0.00,0.0000695,8.90,0.0000695,8.90,0.0000000,0.00,2023-07-02 02:58:01,0.0001935,4.5836,586.8900,0,Close,3.91,
4037,2,3,CC Chg,00:25:30,33:34:52,0.0006600,0.2943,0.0002805,35.92,0.0002805,35.92,0.0000000,0.00,0.0000711,9.11,0.0000711,9.11,0.0000000,0.00,2023-07-02 02:58:31,0.0001942,4.5836,586.8877,0,Close,3.99,
4038,2,3,CC Chg,00:26:00,33:35:22,0.0006600,0.2955,0.000286,36.62,0.0002860,36.62,0.0000000,0.00,0.0000728,9.32,0.0000728,9.32,0.0000000,0.00,2023-07-02 02:59:01,0.0001950,4.5836,586.8877,0,Close,4.07,
4039,2,3,CC Chg,00:26:30,33:35:52,0.0006600,0.2966,0.0002915,37.33,0.0002915,37.33,0.0000000,0.00,0.0000744,9.53,0.0000744,9.53,0.0000000,0.00,2023-07-02 02:59:31,0.0001958,5.0003,640.2385,0,Close,4.15,
4040,2,3,CC Chg,00:27:00,33:36:22,0.0006600,0.2978,0.000297,38.03,0.0002970,38.03,0.0000000,0.00,0.0000760,9.73,0.0000760,9.73,0.0000000,0.00,2023-07-02 03:00:01,0.0001966,4.5836,586.8900,0,Close,4.22,
4041,2,3,CC Chg,00:27:30,33:36:52,0.0006600,0.2989,0.0003025,38.73,0.0003025,38.73,0.0000000,0.00,0.0000777,9.94,0.0000777,9.94,0.0000000,0.00,2023-07-02 03:00:31,0.0001973,5.0002,640.2359,0,Close,4.30,
4042,2,3,CC Chg,00:28:00,33:37:22,0.0006600,0.3000,0.000308,39.44,0.0003080,39.44,0.0000000,0.00,0.0000793,10.16,0.0000793,10.16,0.0000000,0.00,2023-07-02 03:01:01,0.0001980,5.0003,640.2437,0,Close,4.38,
4043,2,3,CC Chg,00:28:30,33:37:52,0.0006600,0.3010,0.0003135,40.14,0.0003135,40.14,0.0000000,0.00,0.0000810,10.37,0.0000810,10.37,0.0000000,0.00,2023-07-02 03:01:31,0.0001987,5.5003,704.2623,0,Close,4.46,
4044,2,3,CC Chg,00:29:00,33:38:22,0.0006600,0.3021,0.000319,40.85,0.0003190,40.85,0.0000000,0.00,0.0000826,10.58,0.0000826,10.58,0.0000000,0.00,2023-07-02 03:02:01,0.0001994,5.0002,640.2359,0,Close,4.54,
4045,2,3,CC Chg,00:29:30,33:38:52,0.0006600,0.3031,0.0003245,41.55,0.0003245,41.55,0.0000000,0.00,0.0000843,10.79,0.0000843,10.79,0.0000000,0.00,2023-07-02 03:02:31,0.0002001,5.5003,704.2623,0,Close,4.62,
4046,2,3,CC Chg,00:30:00,33:39:22,0.0006600,0.3041,0.00033,42.26,0.0003300,42.26,0.0000000,0.00,0.0000860,11.01,0.0000860,11.01,0.0000000,0.00,2023-07-02 03:03:01,0.0002007,5.5003,704.2680,0,Close,4.69,
4047,2,3,CC Chg,00:30:30,33:39:52,0.0006600,0.3051,0.0003355,42.96,0.0003355,42.96,0.0000000,0.00,0.0000876,11.22,0.0000876,11.22,0.0000000,0.00,2023-07-02 03:03:31,0.0002014,5.5003,704.2595,0,Close,4.77,
4048,2,3,CC Chg,00:31:00,33:40:22,0.0006600,0.3061,0.000341,43.66,0.0003410,43.66,0.0000000,0.00,0.0000893,11.44,0.0000893,11.44,0.0000000,0.00,2023-07-02 03:04:01,0.0002020,5.5003,704.2623,0,Close,4.85,
4049,2,3,CC Chg,00:31:30,33:40:52,0.0006600,0.3070,0.0003465,44.37,0.0003465,44.37,0.0000000,0.00,0.0000910,11.65,0.0000910,11.65,0.0000000,0.00,2023-07-02 03:04:31,0.0002026,6.1115,782.5200,0,Close,4.93,
4050,2,3,CC Chg,00:32:00,33:41:22,0.0006600,0.3080,0.000352,45.07,0.0003520,45.07,0.0000000,0.00,0.0000927,11.87,0.0000927,11.87,0.0000000,0.00,2023-07-02 03:05:01,0.0002033,5.5003,704.2595,0,Close,5.01,
4051,2,3,CC Chg,00:32:30,33:41:52,0.0006600,0.3089,0.0003575,45.78,0.0003575,45.78,0.0000000,0.00,0.0000944,12.09,0.0000944,12.09,0.0000000,0.00,2023-07-02 03:05:31,0.0002039,6.1114,782.5137,0,Close,5.08,
4052,2,3,CC Chg,00:33:00,33:42:22,0.0006600,0.3099,0.000363,46.48,0.0003630,46.48,0.0000000,0.00,0.0000961,12.30,0.0000961,12.30,0.0000000,0.00,2023-07-02 03:06:01,0.0002045,5.5003,704.2623,0,Close,5.16,
4053,2,3,CC Chg,00:33:30,33:42:52,0.0006600,0.3108,0.0003685,47.19,0.0003685,47.19,0.0000000,0.00,0.0000978,12.52,0.0000978,12.52,0.0000000,0.00,2023-07-02 03:06:31,0.0002051,6.1114,782.5137,0,Close,5.24,
4054,2,3,CC Chg,00:34:00,33:43:22,0.0006600,0.3117,0.000374,47.89,0.0003740,47.89,0.0000000,0.00,0.0000995,12.74,0.0000995,12.74,0.0000000,0.00,2023-07-02 03:07:01,0.0002057,6.1114,782.5106,0,Close,5.32,
4055,2,3,CC Chg,00:34:30,33:43:52,0.0006600,0.3125,0.0003795,48.59,0.0003795,48.59,0.0000000,0.00,0.0001012,12.96,0.0001012,12.96,0.0000000,0.00,2023-07-02 03:07:31,0.0002063,6.8754,880.3315,0,Close,5.40,
4056,2,3,CC Chg,00:35:00,33:44:22,0.0006600,0.3134,0.000385,49.30,0.0003850,49.30,0.0000000,0.00,0.0001030,13.18,0.0001030,13.18,0.0000000,0.00,2023-07-02 03:08:01,0.0002069,6.1115,782.5169,0,Close,5.48,
4057,2,3,CC Chg,00:35:30,33:44:52,0.0006600,0.3142,0.0003905,50.00,0.0003905,50.00,0.0000000,0.00,0.0001047,13.40,0.0001047,13.40,0.0000000,0.00,2023-07-02 03:08:31,0.0002074,6.8753,880.3244,0,Close,5.55,
4058,2,3,CC Chg,00:36:00,33:45:22,0.0006600,0.3150,0.000396,50.71,0.0003960,50.71,0.0000000,0.00,0.0001064,13.62,0.0001064,13.62,0.0000000,0.00,2023-07-02 03:09:01,0.0002079,6.8754,880.3315,0,Close,5.63,
4059,2,3,CC Chg,00:36:30,33:45:52,0.0006600,0.3158,0.0004015,51.41,0.0004015,51.41,0.0000000,0.00,0.0001081,13.85,0.0001081,13.85,0.0000000,0.00,2023-07-02 03:09:31,0.0002084,6.8754,880.3386,0,Close,5.71,
4060,2,3,CC Chg,00:37:00,33:46:22,0.0006600,0.3167,0.000407,52.12,0.0004070,52.12,0.0000000,0.00,0.0001099,14.07,0.0001099,14.07,0.0000000,0.00,2023-07-02 03:10:01,0.0002090,6.1114,782.5106,0,Close,5.79,
4061,2,3,CC Chg,00:37:30,33:46:52,0.0006600,0.3175,0.0004125,52.82,0.0004125,52.82,0.0000000,0.00,0.0001116,14.29,0.0001116,14.29,0.0000000,0.00,2023-07-02 03:10:31,0.0002096,6.8754,880.3315,0,Close,5.87,
4062,2,3,CC Chg,00:38:00,33:47:22,0.0006600,0.3182,0.000418,53.52,0.0004180,53.52,0.0000000,0.00,0.0001134,14.52,0.0001134,14.52,0.0000000,0.00,2023-07-02 03:11:01,0.0002100,7.8576,1006.0931,0,Close,5.95,
4063,2,3,CC Chg,00:38:30,33:47:52,0.0006600,0.3190,0.0004235,54.23,0.0004235,54.23,0.0000000,0.00,0.0001151,14.74,0.0001151,14.74,0.0000000,0.00,2023-07-02 03:11:31,0.0002106,6.8753,880.3244,0,Close,6.02,
4064,2,3,CC Chg,00:39:00,33:48:22,0.0006600,0.3198,0.000429,54.93,0.0004290,54.93,0.0000000,0.00,0.0001169,14.97,0.0001169,14.97,0.0000000,0.00,2023-07-02 03:12:01,0.0002111,6.8754,880.3315,0,Close,6.10,
4065,2,3,CC Chg,00:39:30,33:48:52,0.0006600,0.3205,0.0004345,55.64,0.0004345,55.64,0.0000000,0.00,0.0001186,15.19,0.0001186,15.19,0.0000000,0.00,2023-07-02 03:12:31,0.0002115,7.8576,1006.0931,0,Close,6.18,
4066,2,3,CC Chg,00:40:00,33:49:22,0.0006600,0.3213,0.00044,56.34,0.0004400,56.34,0.0000000,0.00,0.0001204,15.42,0.0001204,15.42,0.0000000,0.00,2023-07-02 03:13:01,0.0002121,6.8754,880.3386,0,Close,6.26,
4067,2,3,CC Chg,00:40:30,33:49:52,0.0006600,0.3220,0.0004455,57.05,0.0004455,57.05,0.0000000,0.00,0.0001222,15.64,0.0001222,15.64,0.0000000,0.00,2023-07-02 03:13:31,0.0002125,7.8575,1006.0850,0,Close,6.34,
4068,2,3,CC Chg,00:41:00,33:50:22,0.0006600,0.3227,0.000451,57.75,0.0004510,57.75,0.0000000,0.00,0.0001240,15.87,0.0001240,15.87,0.0000000,0.00,2023-07-02 03:14:01,0.0002130,7.8575,1006.0850,0,Close,6.41,
4069,2,3,CC Chg,00:41:30,33:50:52,0.0006600,0.3235,0.0004565,58.45,0.0004565,58.45,0.0000000,0.00,0.0001257,16.10,0.0001257,16.10,0.0000000,0.00,2023-07-02 03:14:31,0.0002135,6.8754,880.3386,0,Close,6.49,
4070,2,3,CC Chg,00:42:00,33:51:22,0.0006600,0.3242,0.000462,59.16,0.0004620,59.16,0.0000000,0.00,0.0001275,16.33,0.0001275,16.33,0.0000000,0.00,2023-07-02 03:15:01,0.0002140,7.8575,1006.0850,0,Close,6.57,
4071,2,3,CC Chg,00:42:30,33:51:52,0.0006600,0.3249,0.0004675,59.86,0.0004675,59.86,0.0000000,0.00,0.0001293,16.56,0.0001293,16.56,0.0000000,0.00,2023-07-02 03:15:31,0.0002144,7.8575,1006.0850,0,Close,6.65,
4072,2,3,CC Chg,00:43:00,33:52:22,0.0006600,0.3256,0.000473,60.57,0.0004730,60.57,0.0000000,0.00,0.0001311,16.78,0.0001311,16.78,0.0000000,0.00,2023-07-02 03:16:01,0.0002149,7.8576,1006.0931,0,Close,6.73,
4073,2,3,CC Chg,00:43:30,33:52:52,0.0006600,0.3262,0.0004785,61.27,0.0004785,61.27,0.0000000,0.00,0.0001329,17.01,0.0001329,17.01,0.0000000,0.00,2023-07-02 03:16:31,0.0002153,9.1671,1173.7658,0,Close,6.81,
4074,2,3,CC Chg,00:44:00,33:53:22,0.0006600,0.3269,0.000484,61.98,0.0004840,61.98,0.0000000,0.00,0.0001347,17.24,0.0001347,17.24,0.0000000,0.00,2023-07-02 03:17:01,0.0002158,7.8576,1006.0931,0,Close,6.88,
4075,2,3,CC Chg,00:44:30,33:53:52,0.0006600,0.3276,0.0004895,62.68,0.0004895,62.68,0.0000000,0.00,0.0001365,17.47,0.0001365,17.47,0.0000000,0.00,2023-07-02 03:17:31,0.0002162,7.8577,1006.1013,0,Close,6.96,
4076,2,3,CC Chg,00:45:00,33:54:22,0.0006600,0.3282,0.000495,63.38,0.0004950,63.38,0.0000000,0.00,0.0001383,17.70,0.0001383,17.70,0.0000000,0.00,2023-07-02 03:18:01,0.0002166,9.1671,1173.7658,0,Close,7.04,
4077,2,3,CC Chg,00:45:30,33:54:52,0.0006600,0.3288,0.0005005,64.09,0.0005005,64.09,0.0000000,0.00,0.0001401,17.94,0.0001401,17.94,0.0000000,0.00,2023-07-02 03:18:31,0.0002170,9.1671,1173.7658,0,Close,7.12,
4078,2,3,CC Chg,00:46:00,33:55:22,0.0006600,0.3295,0.000506,64.79,0.0005060,64.79,0.0000000,0.00,0.0001419,18.17,0.0001419,18.17,0.0000000,0.00,2023-07-02 03:19:01,0.0002175,7.8577,1006.1013,0,Close,7.20,
4079,2,3,CC Chg,00:46:30,33:55:52,0.0006600,0.3301,0.0005115,65.50,0.0005115,65.50,0.0000000,0.00,0.0001437,18.40,0.0001437,18.40,0.0000000,0.00,2023-07-02 03:19:31,0.0002179,9.1671,1173.7658,0,Close,7.28,
4080,2,3,CC Chg,00:47:00,33:56:22,0.0006600,0.3308,0.000517,66.20,0.0005170,66.20,0.0000000,0.00,0.0001455,18.63,0.0001455,18.63,0.0000000,0.00,2023-07-02 03:20:01,0.0002183,7.8577,1006.1013,0,Close,7.35,
4081,2,3,CC Chg,00:47:30,33:56:52,0.0006600,0.3314,0.0005225,66.91,0.0005225,66.91,0.0000000,0.00,0.0001473,18.87,0.0001473,18.87,0.0000000,0.00,2023-07-02 03:20:31,0.0002187,9.1672,1173.7753,0,Close,7.43,
4082,2,3,CC Chg,00:48:00,33:57:22,0.0006600,0.3320,0.000528,67.61,0.0005280,67.61,0.0000000,0.00,0.0001492,19.10,0.0001492,19.10,0.0000000,0.00,2023-07-02 03:21:01,0.0002191,9.1671,1173.7658,0,Close,7.51,
4083,2,3,CC Chg,00:48:30,33:57:52,0.0006600,0.3326,0.0005335,68.31,0.0005335,68.31,0.0000000,0.00,0.0001510,19.33,0.0001510,19.33,0.0000000,0.00,2023-07-02 03:21:31,0.0002195,9.1673,1173.7848,0,Close,7.59,
4084,2,3,CC Chg,00:49:00,33:58:22,0.0006600,0.3332,0.000539,69.02,0.0005390,69.02,0.0000000,0.00,0.0001528,19.57,0.0001528,19.57,0.0000000,0.00,2023-07-02 03:22:01,0.0002199,9.1671,1173.7658,0,Close,7.67,
4085,2,3,CC Chg,00:49:30,33:58:52,0.0006600,0.3338,0.0005445,69.72,0.0005445,69.72,0.0000000,0.00,0.0001547,19.80,0.0001547,19.80,0.0000000,0.00,2023-07-02 03:22:31,0.0002203,9.1673,1173.7848,0,Close,7.74,
4086,2,3,CC Chg,00:50:00,33:59:22,0.0006600,0.3344,0.00055,70.43,0.0005500,70.43,0.0000000,0.00,0.0001565,20.04,0.0001565,20.04,0.0000000,0.00,2023-07-02 03:23:01,0.0002207,9.1671,1173.7658,0,Close,7.82,
4087,2,3,CC Chg,00:50:30,33:59:52,0.0006600,0.3350,0.0005555,71.13,0.0005555,71.13,0.0000000,0.00,0.0001583,20.27,0.0001583,20.27,0.0000000,0.00,2023-07-02 03:23:31,0.0002211,9.1673,1173.7848,0,Close,7.90,
4088,2,3,CC Chg,00:51:00,34:00:22,0.0006600,0.3356,0.000561,71.83,0.0005610,71.83,0.0000000,0.00,0.0001602,20.51,0.0001602,20.51,0.0000000,0.00,2023-07-02 03:24:01,0.0002215,9.1672,1173.7753,0,Close,7.98,
4089,2,3,CC Chg,00:51:30,34:00:52,0.0006600,0.3362,0.0005665,72.54,0.0005665,72.54,0.0000000,0.00,0.0001620,20.75,0.0001620,20.75,0.0000000,0.00,2023-07-02 03:24:31,0.0002219,9.1671,1173.7658,0,Close,8.06,
4090,2,3,CC Chg,00:52:00,34:01:22,0.0006600,0.3367,0.000572,73.24,0.0005720,73.24,0.0000000,0.00,0.0001639,20.98,0.0001639,20.98,0.0000000,0.00,2023-07-02 03:25:01,0.0002222,11.0006,1408.5304,0,Close,8.14,
4091,2,3,CC Chg,00:52:30,34:01:52,0.0006600,0.3373,0.0005775,73.95,0.0005775,73.95,0.0000000,0.00,0.0001657,21.22,0.0001657,21.22,0.0000000,0.00,2023-07-02 03:25:31,0.0002226,9.1673,1173.7848,0,Close,8.21,
4092,2,3,CC Chg,00:53:00,34:02:22,0.0006600,0.3379,0.000583,74.65,0.0005830,74.65,0.0000000,0.00,0.0001676,21.46,0.0001676,21.46,0.0000000,0.00,2023-07-02 03:26:01,0.0002230,9.1670,1173.7563,0,Close,8.29,
4093,2,3,CC Chg,00:53:30,34:02:52,0.0006600,0.3384,0.0005885,75.36,0.0005885,75.36,0.0000000,0.00,0.0001695,21.70,0.0001695,21.70,0.0000000,0.00,2023-07-02 03:26:31,0.0002234,11.0009,1408.5645,0,Close,8.37,
4094,2,3,CC Chg,00:54:00,34:03:22,0.0006600,0.3390,0.000594,76.06,0.0005940,76.06,0.0000000,0.00,0.0001713,21.94,0.0001713,21.94,0.0000000,0.00,2023-07-02 03:27:01,0.0002238,9.1670,1173.7469,0,Close,8.45,
4095,2,3,CC Chg,00:54:30,34:03:52,0.0006600,0.3395,0.0005995,76.76,0.0005995,76.76,0.0000000,0.00,0.0001732,22.17,0.0001732,22.17,0.0000000,0.00,2023-07-02 03:27:31,0.0002241,11.0007,1408.5418,0,Close,8.53,
4096,2,3,CC Chg,00:55:00,34:04:22,0.0006600,0.3401,0.000605,77.47,0.0006050,77.47,0.0000000,0.00,0.0001751,22.41,0.0001751,22.41,0.0000000,0.00,2023-07-02 03:28:01,0.0002245,9.1672,1173.7753,0,Close,8.60,
4097,2,3,CC Chg,00:55:30,34:04:52,0.0006600,0.3406,0.0006105,78.17,0.0006105,78.17,0.0000000,0.00,0.0001769,22.65,0.0001769,22.65,0.0000000,0.00,2023-07-02 03:28:31,0.0002248,11.0007,1408.5418,0,Close,8.68,
4098,2,3,CC Chg,00:56:00,34:05:22,0.0006600,0.3412,0.000616,78.88,0.0006160,78.88,0.0000000,0.00,0.0001788,22.89,0.0001788,22.89,0.0000000,0.00,2023-07-02 03:29:01,0.0002252,9.1670,1173.7563,0,Close,8.76,
4099,2,3,CC Chg,00:56:30,34:05:52,0.0006600,0.3417,0.0006215,79.58,0.0006215,79.58,0.0000000,0.00,0.0001807,23.13,0.0001807,23.13,0.0000000,0.00,2023-07-02 03:29:31,0.0002255,11.0005,1408.5190,0,Close,8.84,
4100,2,3,CC Chg,00:57:00,34:06:22,0.0006600,0.3422,0.000627,80.29,0.0006270,80.29,0.0000000,0.00,0.0001826,23.38,0.0001826,23.38,0.0000000,0.00,2023-07-02 03:30:01,0.0002259,11.0007,1408.5418,0,Close,8.92,
4101,2,3,CC Chg,00:57:30,34:06:52,0.0006600,0.3427,0.0006325,80.99,0.0006325,80.99,0.0000000,0.00,0.0001844,23.62,0.0001844,23.62,0.0000000,0.00,2023-07-02 03:30:31,0.0002262,11.0004,1408.5076,0,Close,9.00,
